CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2007-3-26,75,58,43,48,43,39,86,59,34,30.09,29.93,29.82,10,10,8,21,7,25,0,0,,346,3,26,2007,03-26,1,12,2007-03-26,Chicago,23.8888888888889,14.4444444444445,6.11111111111109,8.88888888888891,6.11111111111109,3.88888888888891
2007-3-27,55,49,43,54,47,39,100,86,66,30.09,29.96,29.86,10,5,1,13,8,NA,0.53,6,Rain,84,3,27,2007,03-27,2,12,2007-03-27,Chicago,12.7777777777778,9.44444444444446,6.11111111111109,12.2222222222222,8.33333333333331,3.88888888888891
2007-3-28,71,62,53,59,55,52,94,83,63,29.88,29.83,29.78,10,7,0,22,11,37,0,7,Fog,135,3,28,2007,03-28,3,12,2007-03-28,Chicago,21.6666666666667,16.6666666666667,11.6666666666667,15,12.7777777777778,11.1111111111111
2007-3-29,66,58,53,59,53,48,94,83,67,30.08,30,29.86,10,8,2,30,13,36,0.63,7,Rain-Thunderstorm,103,3,29,2007,03-29,4,12,2007-03-29,Chicago,18.8888888888889,14.4444444444445,11.6666666666667,15,11.6666666666667,8.88888888888891
2007-3-30,59,52,44,56,47,39,90,79,53,30.18,30.1,30.01,10,10,5,16,8,22,0.04,5,Rain,275,3,30,2007,03-30,5,12,2007-03-30,Chicago,15,11.1111111111111,6.66666666666669,13.3333333333333,8.33333333333331,3.88888888888891
2007-3-31,46,44,41,40,37,35,85,80,74,29.99,29.65,29.56,10,9,4,32,19,39,0.43,8,Rain,316,3,31,2007,03-31,6,12,2007-03-31,Chicago,7.77777777777777,6.66666666666669,5,4.44444444444446,2.77777777777777,1.66666666666669
2007-4-1,68,54,39,39,34,28,76,54,28,29.86,29.72,29.59,10,10,10,25,17,32,0,2,,304,4,1,2007,04-01,7,13,2007-04-01,Chicago,20,12.2222222222222,3.88888888888891,3.88888888888891,1.11111111111109,-2.22222222222223
2007-4-2,64,54,44,48,44,38,89,70,52,29.9,29.81,29.7,10,9,2,29,8,39,0.3,3,Rain-Thunderstorm,80,4,2,2007,04-02,1,13,2007-04-02,Chicago,17.7777777777778,12.2222222222222,6.66666666666669,8.88888888888891,6.66666666666669,3.33333333333331
2007-4-3,53,40,28,48,31,20,89,71,51,30.46,30.11,29.72,10,9,2,30,16,39,0.06,5,Rain-Snow,324,4,3,2007,04-03,2,13,2007-04-03,Chicago,11.6666666666667,4.44444444444446,-2.22222222222223,8.88888888888891,-0.555555555555543,-6.66666666666669
2007-4-4,42,31,21,21,17,12,75,60,41,30.57,30.49,30.4,10,10,10,18,13,26,0,2,,348,4,4,2007,04-04,3,13,2007-04-04,Chicago,5.55555555555554,-0.555555555555543,-6.11111111111109,-6.11111111111109,-8.33333333333331,-11.1111111111111
2007-4-5,32,26,21,25,20,12,86,73,59,30.52,30.43,30.37,10,5,1,14,8,NA,0,8,Snow,11,4,5,2007,04-05,4,13,2007-04-05,Chicago,0,-3.33333333333331,-6.11111111111109,-3.88888888888891,-6.66666666666669,-11.1111111111111
2007-4-6,34,26,19,18,12,6,75,57,38,30.58,30.52,30.42,10,10,5,26,17,32,0,4,Snow,345,4,6,2007,04-06,5,13,2007-04-06,Chicago,1.11111111111109,-3.33333333333331,-7.22222222222223,-7.77777777777777,-11.1111111111111,-14.4444444444445
2007-4-7,36,26,17,11,8,4,74,51,28,30.51,30.4,30.29,10,10,10,22,13,29,0,0,,335,4,7,2007,04-07,6,13,2007-04-07,Chicago,2.22222222222223,-3.33333333333331,-8.33333333333331,-11.6666666666667,-13.3333333333333,-15.5555555555555
2007-4-8,42,26,12,22,10,5,77,51,27,30.31,30.21,30.08,10,10,10,8,4,NA,0,2,,316,4,8,2007,04-08,7,14,2007-04-08,Chicago,5.55555555555554,-3.33333333333331,-11.1111111111111,-5.55555555555554,-12.2222222222222,-15
2007-4-9,44,38,32,33,26,16,73,65,52,30.06,29.92,29.77,10,10,10,16,9,23,0,8,,145,4,9,2007,04-09,1,14,2007-04-09,Chicago,6.66666666666669,3.33333333333331,0,0.555555555555543,-3.33333333333331,-8.88888888888891
2007-4-10,48,42,37,43,38,32,89,83,73,29.78,29.51,29.4,10,8,3,20,12,25,0.05,8,Rain-Thunderstorm,177,4,10,2007,04-10,2,14,2007-04-10,Chicago,8.88888888888891,5.55555555555554,2.77777777777777,6.11111111111109,3.33333333333331,0
2007-4-11,42,38,35,36,31,28,87,79,65,29.95,29.63,29.49,10,8,2,24,18,31,0,8,Rain-Snow,337,4,11,2007,04-11,3,14,2007-04-11,Chicago,5.55555555555554,3.33333333333331,1.66666666666669,2.22222222222223,-0.555555555555543,-2.22222222222223
2007-4-12,50,40,33,30,28,24,85,66,42,30.15,30.04,29.93,10,9,6,8,4,NA,0,7,,317,4,12,2007,04-12,4,14,2007-04-12,Chicago,10,4.44444444444446,0.555555555555543,-1.11111111111109,-2.22222222222223,-4.44444444444446
2007-4-13,52,44,37,39,33,30,87,69,52,30.26,30.19,30.12,10,9,5,8,2,NA,0.04,6,Rain,215,4,13,2007,04-13,5,14,2007-04-13,Chicago,11.1111111111111,6.66666666666669,2.77777777777777,3.88888888888891,0.555555555555543,-1.11111111111109
2007-4-14,59,46,33,39,30,21,93,61,24,30.13,30.05,29.99,10,9,4,10,4,NA,0,1,,3,4,14,2007,04-14,6,14,2007-04-14,Chicago,15,7.77777777777777,0.555555555555543,3.88888888888891,-1.11111111111109,-6.11111111111109
2007-4-15,72,49,27,36,30,23,88,52,23,30.08,30.02,29.95,10,10,10,17,5,28,0,0,,187,4,15,2007,04-15,7,15,2007-04-15,Chicago,22.2222222222222,9.44444444444446,-2.77777777777777,2.22222222222223,-1.11111111111109,-5
2007-4-16,73,58,42,44,41,37,82,55,34,30,29.94,29.88,10,10,10,15,9,24,0,0,,210,4,16,2007,04-16,1,15,2007-04-16,Chicago,22.7777777777778,14.4444444444445,5.55555555555554,6.66666666666669,5,2.77777777777777
2007-4-17,66,55,46,44,42,40,87,69,46,30.03,29.99,29.93,10,10,10,16,12,22,0,4,,20,4,17,2007,04-17,2,15,2007-04-17,Chicago,18.8888888888889,12.7777777777778,7.77777777777777,6.66666666666669,5.55555555555554,4.44444444444446
2007-4-18,72,56,39,45,40,35,83,55,33,29.99,29.91,29.81,10,10,10,14,3,20,0,0,,124,4,18,2007,04-18,3,15,2007-04-18,Chicago,22.2222222222222,13.3333333333333,3.88888888888891,7.22222222222223,4.44444444444446,1.66666666666669
2007-4-19,66,55,44,47,39,36,79,56,44,29.94,29.83,29.79,10,10,10,22,11,36,0,4,,141,4,19,2007,04-19,4,15,2007-04-19,Chicago,18.8888888888889,12.7777777777778,6.66666666666669,8.33333333333331,3.88888888888891,2.22222222222223
2007-4-20,75,57,39,59,50,35,89,68,48,29.97,29.88,29.78,10,10,5,26,8,34,0.06,3,Rain-Thunderstorm,159,4,20,2007,04-20,5,15,2007-04-20,Chicago,23.8888888888889,13.8888888888889,3.88888888888891,15,10,1.66666666666669
2007-4-21,80,68,57,58,55,50,88,68,47,29.88,29.75,29.62,10,9,2,30,16,45,0.36,3,Rain-Thunderstorm,168,4,21,2007,04-21,6,15,2007-04-21,Chicago,26.6666666666667,20,13.8888888888889,14.4444444444445,12.7777777777778,10
2007-4-22,63,56,48,54,51,40,94,83,57,29.94,29.67,29.6,10,7,1,37,9,47,0.73,6,Rain-Thunderstorm,317,4,22,2007,04-22,7,16,2007-04-22,Chicago,17.2222222222222,13.3333333333333,8.88888888888891,12.2222222222222,10.5555555555555,4.44444444444446
2007-4-23,68,54,39,45,39,34,93,60,31,30.09,30.02,29.95,10,10,10,14,6,20,0,1,Rain,67,4,23,2007,04-23,1,16,2007-04-23,Chicago,20,12.2222222222222,3.88888888888891,7.22222222222223,3.88888888888891,1.11111111111109
2007-4-24,55,52,48,47,45,43,89,84,64,29.98,29.93,29.87,10,7,2,28,17,40,1.76,8,Rain-Thunderstorm,65,4,24,2007,04-24,2,16,2007-04-24,Chicago,12.7777777777778,11.1111111111111,8.88888888888891,8.33333333333331,7.22222222222223,6.11111111111109
2007-4-25,48,46,45,45,42,39,93,84,76,30.03,29.96,29.88,10,7,3,32,19,44,1.25,8,Rain,10,4,25,2007,04-25,3,16,2007-04-25,Chicago,8.88888888888891,7.77777777777777,7.22222222222223,7.22222222222223,5.55555555555554,3.88888888888891
2007-4-26,66,54,42,43,40,37,85,64,34,29.99,29.9,29.82,10,10,10,10,6,NA,0,3,,321,4,26,2007,04-26,4,16,2007-04-26,Chicago,18.8888888888889,12.2222222222222,5.55555555555554,6.11111111111109,4.44444444444446,2.77777777777777
2007-4-27,68,55,44,48,44,39,86,71,36,30.09,29.96,29.84,10,10,10,20,9,26,0.04,4,Rain,311,4,27,2007,04-27,5,16,2007-04-27,Chicago,20,12.7777777777778,6.66666666666669,8.88888888888891,6.66666666666669,3.88888888888891
2007-4-28,78,60,41,52,43,36,82,58,31,30.17,30.1,30.02,10,10,10,9,4,16,0,0,,268,4,28,2007,04-28,6,16,2007-04-28,Chicago,25.5555555555555,15.5555555555555,5,11.1111111111111,6.11111111111109,2.22222222222223
2007-4-29,87,69,51,58,53,46,83,58,33,30.01,29.93,29.83,10,10,10,17,7,24,0,0,,195,4,29,2007,04-29,7,17,2007-04-29,Chicago,30.5555555555555,20.5555555555555,10.5555555555555,14.4444444444445,11.6666666666667,7.77777777777777
2007-4-30,86,72,60,58,53,49,75,54,29,29.83,29.77,29.7,10,10,10,23,11,31,0,0,,218,4,30,2007,04-30,1,17,2007-04-30,Chicago,30,22.2222222222222,15.5555555555555,14.4444444444445,11.6666666666667,9.44444444444446
2007-5-1,70,60,50,54,43,37,78,53,32,30.08,30.01,29.86,10,10,10,20,11,24,0,0,,13,5,1,2007,05-01,2,17,2007-05-01,Chicago,21.1111111111111,15.5555555555555,10,12.2222222222222,6.11111111111109,2.77777777777777
2007-5-2,73,57,42,42,37,33,79,48,25,30.09,30.02,29.93,10,10,9,14,4,20,0,0,,82,5,2,2007,05-02,3,17,2007-05-02,Chicago,22.7777777777778,13.8888888888889,5.55555555555554,5.55555555555554,2.77777777777777,0.555555555555543
2007-5-3,61,52,43,57,52,38,94,85,71,29.94,29.82,29.73,10,5,2,17,6,28,0,7,Rain,112,5,3,2007,05-03,4,17,2007-05-03,Chicago,16.1111111111111,11.1111111111111,6.11111111111109,13.8888888888889,11.1111111111111,3.33333333333331
2007-5-4,71,62,55,61,57,52,96,86,68,29.79,29.74,29.64,10,6,0,16,6,23,0.01,8,Fog-Rain,116,5,4,2007,05-04,5,17,2007-05-04,Chicago,21.6666666666667,16.6666666666667,12.7777777777778,16.1111111111111,13.8888888888889,11.1111111111111
2007-5-5,78,65,53,66,58,48,94,83,67,29.62,29.55,29.41,10,6,1,31,12,41,1.36,7,Rain-Thunderstorm,125,5,5,2007,05-05,6,17,2007-05-05,Chicago,25.5555555555555,18.3333333333333,11.6666666666667,18.8888888888889,14.4444444444445,8.88888888888891
2007-5-6,70,62,55,64,58,52,94,83,58,29.95,29.85,29.54,10,6,1,18,9,26,0.4,5,Rain,195,5,6,2007,05-06,7,18,2007-05-06,Chicago,21.1111111111111,16.6666666666667,12.7777777777778,17.7777777777778,14.4444444444445,11.1111111111111
2007-5-7,69,60,51,54,49,44,83,69,48,30.12,30.02,29.94,10,10,10,13,7,21,0,5,,310,5,7,2007,05-07,1,18,2007-05-07,Chicago,20.5555555555555,15.5555555555555,10.5555555555555,12.2222222222222,9.44444444444446,6.66666666666669
2007-5-8,73,59,45,51,45,40,86,60,33,30.14,30.08,30,10,10,10,14,5,16,0,0,,237,5,8,2007,05-08,2,18,2007-05-08,Chicago,22.7777777777778,15,7.22222222222223,10.5555555555555,7.22222222222223,4.44444444444446
2007-5-9,80,62,46,54,48,43,86,60,30,30.01,29.96,29.89,10,10,10,12,3,NA,0,0,,194,5,9,2007,05-09,3,18,2007-05-09,Chicago,26.6666666666667,16.6666666666667,7.77777777777777,12.2222222222222,8.88888888888891,6.11111111111109
2007-5-10,84,67,52,57,52,46,86,60,27,30.07,29.98,29.94,10,10,10,14,4,NA,0,0,,360,5,10,2007,05-10,4,18,2007-05-10,Chicago,28.8888888888889,19.4444444444445,11.1111111111111,13.8888888888889,11.1111111111111,7.77777777777777
2007-5-11,82,68,55,57,53,48,87,59,29,30.15,30.09,30.05,10,10,10,10,4,17,0,0,,141,5,11,2007,05-11,5,18,2007-05-11,Chicago,27.7777777777778,20,12.7777777777778,13.8888888888889,11.6666666666667,8.88888888888891
2007-5-12,86,72,57,54,52,48,81,53,28,30.11,30.05,29.98,10,10,10,21,10,31,0,0,,200,5,12,2007,05-12,6,18,2007-05-12,Chicago,30,22.2222222222222,13.8888888888889,12.2222222222222,11.1111111111111,8.88888888888891
2007-5-13,87,76,64,59,55,51,65,50,37,30,29.92,29.83,10,10,10,30,16,39,0,0,,199,5,13,2007,05-13,7,19,2007-05-13,Chicago,30.5555555555555,24.4444444444445,17.7777777777778,15,12.7777777777778,10.5555555555555
2007-5-14,75,68,57,59,54,47,68,60,53,30.12,29.91,29.77,10,10,7,25,16,32,0.06,2,Rain-Thunderstorm,317,5,14,2007,05-14,1,19,2007-05-14,Chicago,23.8888888888889,20,13.8888888888889,15,12.2222222222222,8.33333333333331
2007-5-15,64,55,46,47,41,38,77,62,44,30.29,30.23,30.15,10,10,10,22,14,31,0.01,4,Rain,339,5,15,2007,05-15,2,19,2007-05-15,Chicago,17.7777777777778,12.7777777777778,7.77777777777777,8.33333333333331,5,3.33333333333331
2007-5-16,69,54,39,46,40,36,89,61,39,30.29,30.26,30.19,10,10,10,12,3,NA,0.01,4,,302,5,16,2007,05-16,3,19,2007-05-16,Chicago,20.5555555555555,12.2222222222222,3.88888888888891,7.77777777777777,4.44444444444446,2.22222222222223
2007-5-17,73,55,37,50,41,32,83,55,38,30.34,30.25,30.14,10,10,10,23,8,32,0,0,,161,5,17,2007,05-17,4,19,2007-05-17,Chicago,22.7777777777778,12.7777777777778,2.77777777777777,10,5,0
2007-5-18,80,68,55,54,51,49,77,57,40,30.14,30.04,29.97,10,10,10,26,16,33,0,0,,190,5,18,2007,05-18,5,19,2007-05-18,Chicago,26.6666666666667,20,12.7777777777778,12.2222222222222,10.5555555555555,9.44444444444446
2007-5-19,82,70,57,58,55,51,81,61,41,30,29.95,29.9,10,10,10,17,12,22,0,0,,193,5,19,2007,05-19,6,19,2007-05-19,Chicago,27.7777777777778,21.1111111111111,13.8888888888889,14.4444444444445,12.7777777777778,10.5555555555555
2007-5-20,82,70,57,60,57,53,87,62,38,29.94,29.86,29.75,10,10,7,18,11,28,0,0,,173,5,20,2007,05-20,7,20,2007-05-20,Chicago,27.7777777777778,21.1111111111111,13.8888888888889,15.5555555555555,13.8888888888889,11.6666666666667
2007-5-21,81,72,64,61,59,57,83,66,47,29.78,29.71,29.62,10,10,8,25,16,37,0.01,2,Rain-Thunderstorm,174,5,21,2007,05-21,1,20,2007-05-21,Chicago,27.2222222222222,22.2222222222222,17.7777777777778,16.1111111111111,15,13.8888888888889
2007-5-22,73,66,59,63,59,53,94,79,68,29.8,29.65,29.57,10,8,1,28,15,37,0.81,6,Rain-Thunderstorm,172,5,22,2007,05-22,2,20,2007-05-22,Chicago,22.7777777777778,18.8888888888889,15,17.2222222222222,15,11.6666666666667
2007-5-23,73,63,53,54,50,43,90,67,46,30.04,29.9,29.76,10,10,10,14,6,NA,0,2,Rain,335,5,23,2007,05-23,3,20,2007-05-23,Chicago,22.7777777777778,17.2222222222222,11.6666666666667,12.2222222222222,10,6.11111111111109
2007-5-24,70,60,52,47,42,37,77,53,31,30.23,30.13,30.04,10,10,10,17,8,22,0,3,Rain,332,5,24,2007,05-24,4,20,2007-05-24,Chicago,21.1111111111111,15.5555555555555,11.1111111111111,8.33333333333331,5.55555555555554,2.77777777777777
2007-5-25,71,59,48,52,47,43,86,63,40,30.22,30.12,29.95,10,10,10,22,8,30,0,1,Rain,167,5,25,2007,05-25,5,20,2007-05-25,Chicago,21.6666666666667,15,8.88888888888891,11.1111111111111,8.33333333333331,6.11111111111109
2007-5-26,69,60,52,54,48,44,94,71,43,30.13,30.06,30.01,10,8,1,20,9,34,1.36,4,Rain-Thunderstorm,336,5,26,2007,05-26,6,20,2007-05-26,Chicago,20.5555555555555,15.5555555555555,11.1111111111111,12.2222222222222,8.88888888888891,6.66666666666669
2007-5-27,73,62,50,62,50,44,87,77,64,30.16,30.06,29.93,10,8,1,20,6,29,0.63,5,Rain-Thunderstorm,134,5,27,2007,05-27,7,21,2007-05-27,Chicago,22.7777777777778,16.6666666666667,10,16.6666666666667,10,6.66666666666669
2007-5-28,79,72,64,63,60,59,88,76,54,29.94,29.87,29.78,10,10,10,18,12,26,0,5,,166,5,28,2007,05-28,1,21,2007-05-28,Chicago,26.1111111111111,22.2222222222222,17.7777777777778,17.2222222222222,15.5555555555555,15
2007-5-29,68,64,60,63,59,57,96,87,77,29.97,29.91,29.78,10,6,1,20,9,30,2.66,8,Rain-Thunderstorm,103,5,29,2007,05-29,2,21,2007-05-29,Chicago,20,17.7777777777778,15.5555555555555,17.2222222222222,15,13.8888888888889
2007-5-30,68,62,57,58,54,47,90,79,49,29.98,29.89,29.81,10,9,3,26,12,37,0.65,6,Rain-Thunderstorm,307,5,30,2007,05-30,3,21,2007-05-30,Chicago,20,16.6666666666667,13.8888888888889,14.4444444444445,12.2222222222222,8.33333333333331
2007-5-31,66,57,48,54,50,45,90,76,56,29.97,29.91,29.81,10,9,2,20,8,29,0.22,3,Rain-Thunderstorm,205,5,31,2007,05-31,4,21,2007-05-31,Chicago,18.8888888888889,13.8888888888889,8.88888888888891,12.2222222222222,10,7.22222222222223
2007-6-1,72,64,57,54,52,49,88,72,45,29.82,29.8,29.75,10,10,7,20,8,23,0.06,3,Rain,236,6,1,2007,06-01,5,21,2007-06-01,Chicago,22.2222222222222,17.7777777777778,13.8888888888889,12.2222222222222,11.1111111111111,9.44444444444446
2007-6-2,71,62,54,54,52,49,86,73,54,29.88,29.84,29.8,10,10,7,20,12,34,0.05,4,Rain,295,6,2,2007,06-02,6,21,2007-06-02,Chicago,21.6666666666667,16.6666666666667,12.2222222222222,12.2222222222222,11.1111111111111,9.44444444444446
2007-6-3,79,66,55,57,53,52,87,65,40,29.89,29.86,29.82,10,10,10,21,11,31,0,1,,327,6,3,2007,06-03,7,22,2007-06-03,Chicago,26.1111111111111,18.8888888888889,12.7777777777778,13.8888888888889,11.6666666666667,11.1111111111111
2007-6-4,81,68,55,61,55,51,87,67,40,29.93,29.88,29.82,10,10,8,17,8,24,0.02,1,Rain-Thunderstorm,324,6,4,2007,06-04,1,22,2007-06-04,Chicago,27.2222222222222,20,12.7777777777778,16.1111111111111,12.7777777777778,10.5555555555555
2007-6-5,75,64,52,56,48,42,87,57,35,29.96,29.86,29.67,10,10,10,17,6,22,0,1,,142,6,5,2007,06-05,2,22,2007-06-05,Chicago,23.8888888888889,17.7777777777778,11.1111111111111,13.3333333333333,8.88888888888891,5.55555555555554
2007-6-6,89,75,61,63,58,49,88,63,39,29.64,29.25,29.01,10,8,1,30,16,45,0.71,2,Rain-Thunderstorm,192,6,6,2007,06-06,3,22,2007-06-06,Chicago,31.6666666666667,23.8888888888889,16.1111111111111,17.2222222222222,14.4444444444445,9.44444444444446
2007-6-7,75,64,53,59,47,43,88,61,32,29.91,29.42,29.15,10,10,10,31,15,39,0,2,Rain-Thunderstorm,269,6,7,2007,06-07,4,22,2007-06-07,Chicago,23.8888888888889,17.7777777777778,11.6666666666667,15,8.33333333333331,6.11111111111109
2007-6-8,71,57,44,46,41,37,79,54,32,30.14,30.06,29.91,10,10,10,14,8,NA,0,0,,251,6,8,2007,06-08,5,22,2007-06-08,Chicago,21.6666666666667,13.8888888888889,6.66666666666669,7.77777777777777,5,2.77777777777777
2007-6-9,84,68,53,63,52,43,74,55,38,30.04,29.97,29.87,10,10,10,16,7,24,0,0,,187,6,9,2007,06-09,6,22,2007-06-09,Chicago,28.8888888888889,20,11.6666666666667,17.2222222222222,11.1111111111111,6.11111111111109
2007-6-10,89,76,63,62,60,58,87,59,35,29.89,29.84,29.77,10,10,10,21,9,28,0,0,,179,6,10,2007,06-10,7,23,2007-06-10,Chicago,31.6666666666667,24.4444444444445,17.2222222222222,16.6666666666667,15.5555555555555,14.4444444444445
2007-6-11,88,77,66,67,64,61,84,64,43,29.96,29.88,29.83,10,10,9,20,9,26,0,0,,154,6,11,2007,06-11,1,23,2007-06-11,Chicago,31.1111111111111,25,18.8888888888889,19.4444444444445,17.7777777777778,16.1111111111111
2007-6-12,78,73,68,70,67,64,90,83,69,30.01,29.97,29.9,10,6,2,14,8,21,0.25,6,Rain-Thunderstorm,135,6,12,2007,06-12,2,23,2007-06-12,Chicago,25.5555555555555,22.7777777777778,20,21.1111111111111,19.4444444444445,17.7777777777778
2007-6-13,71,68,66,66,64,61,94,86,75,30.04,29.98,29.94,10,8,1,10,4,30,0.76,6,Rain,24,6,13,2007,06-13,3,23,2007-06-13,Chicago,21.6666666666667,20,18.8888888888889,18.8888888888889,17.7777777777778,16.1111111111111
2007-6-14,75,68,60,66,63,59,94,86,66,29.98,29.95,29.9,10,6,0,8,2,NA,0.07,4,Fog-Rain-Thunderstorm,147,6,14,2007,06-14,4,23,2007-06-14,Chicago,23.8888888888889,20,15.5555555555555,18.8888888888889,17.2222222222222,15
2007-6-15,82,72,62,66,63,59,100,83,54,30.01,29.96,29.93,10,4,0,13,2,32,0,4,Fog,155,6,15,2007,06-15,5,23,2007-06-15,Chicago,27.7777777777778,22.2222222222222,16.6666666666667,18.8888888888889,17.2222222222222,15
2007-6-16,86,74,62,66,62,61,94,79,43,30.05,30.01,29.94,10,5,0,13,2,20,0,2,Fog,189,6,16,2007,06-16,6,23,2007-06-16,Chicago,30,23.3333333333333,16.6666666666667,18.8888888888889,16.6666666666667,16.1111111111111
2007-6-17,84,75,66,64,62,61,84,63,47,29.94,29.76,29.6,10,10,7,30,15,39,0,0,,188,6,17,2007,06-17,7,24,2007-06-17,Chicago,28.8888888888889,23.8888888888889,18.8888888888889,17.7777777777778,16.6666666666667,16.1111111111111
2007-6-18,79,72,64,64,60,51,88,72,39,29.94,29.76,29.61,10,9,2,28,12,38,0.45,4,Rain-Thunderstorm,278,6,18,2007,06-18,1,24,2007-06-18,Chicago,26.1111111111111,22.2222222222222,17.7777777777778,17.7777777777778,15.5555555555555,10.5555555555555
2007-6-19,79,66,55,57,54,51,87,63,40,30.13,30.08,29.97,10,10,10,10,4,20,0,1,Rain,147,6,19,2007,06-19,2,24,2007-06-19,Chicago,26.1111111111111,18.8888888888889,12.7777777777778,13.8888888888889,12.2222222222222,10.5555555555555
2007-6-20,88,74,60,69,62,54,86,69,46,30.17,30.09,29.97,10,10,10,12,4,18,0,3,,173,6,20,2007,06-20,3,24,2007-06-20,Chicago,31.1111111111111,23.3333333333333,15.5555555555555,20.5555555555555,16.6666666666667,12.2222222222222
2007-6-21,89,79,70,69,65,55,78,61,42,30.04,29.93,29.8,10,10,10,25,11,37,0,0,Rain-Thunderstorm,169,6,21,2007,06-21,4,24,2007-06-21,Chicago,31.6666666666667,26.1111111111111,21.1111111111111,20.5555555555555,18.3333333333333,12.7777777777778
2007-6-22,88,76,63,66,64,60,90,71,45,30.08,29.95,29.85,10,10,5,20,7,NA,0.09,1,Rain-Thunderstorm,359,6,22,2007,06-22,5,24,2007-06-22,Chicago,31.1111111111111,24.4444444444445,17.2222222222222,18.8888888888889,17.7777777777778,15.5555555555555
2007-6-23,84,73,62,67,64,60,94,78,53,29.94,29.89,29.84,10,6,0,8,2,NA,0,2,Fog,117,6,23,2007,06-23,6,24,2007-06-23,Chicago,28.8888888888889,22.7777777777778,16.6666666666667,19.4444444444445,17.7777777777778,15.5555555555555
2007-6-24,89,78,66,68,65,62,94,73,46,29.91,29.86,29.81,10,8,2,17,8,23,0,3,,156,6,24,2007,06-24,7,25,2007-06-24,Chicago,31.6666666666667,25.5555555555555,18.8888888888889,20,18.3333333333333,16.6666666666667
2007-6-25,90,80,69,67,65,63,84,61,42,29.91,29.87,29.84,10,10,10,23,11,32,0,0,,168,6,25,2007,06-25,1,25,2007-06-25,Chicago,32.2222222222222,26.6666666666667,20.5555555555555,19.4444444444445,18.3333333333333,17.2222222222222
2007-6-26,80,72,64,69,61,53,81,67,53,30.19,30.08,29.91,10,10,9,22,11,28,0,4,,336,6,26,2007,06-26,2,25,2007-06-26,Chicago,26.6666666666667,22.2222222222222,17.7777777777778,20.5555555555555,16.1111111111111,11.6666666666667
2007-6-27,82,72,60,55,52,49,78,52,33,30.22,30.18,30.14,10,10,10,13,6,NA,0,3,,22,6,27,2007,06-27,3,25,2007-06-27,Chicago,27.7777777777778,22.2222222222222,15.5555555555555,12.7777777777778,11.1111111111111,9.44444444444446
2007-6-28,82,67,53,59,55,49,86,63,42,30.22,30.17,30.12,10,10,10,9,2,NA,0,0,,88,6,28,2007,06-28,4,25,2007-06-28,Chicago,27.7777777777778,19.4444444444445,11.6666666666667,15,12.7777777777778,9.44444444444446
2007-6-29,80,66,53,57,54,50,94,76,44,30.17,30.14,30.06,10,6,0,10,1,NA,0,1,Fog,137,6,29,2007,06-29,5,25,2007-06-29,Chicago,26.6666666666667,18.8888888888889,11.6666666666667,13.8888888888889,12.2222222222222,10
2007-6-30,80,68,57,62,59,54,94,75,52,30.12,30.08,30.01,10,7,1,12,4,17,0,4,,143,6,30,2007,06-30,6,25,2007-06-30,Chicago,26.6666666666667,20,13.8888888888889,16.6666666666667,15,12.2222222222222
2007-7-1,82,71,60,63,61,57,94,77,51,30.15,30.1,30.03,10,8,1,16,7,24,0,4,,157,7,1,2007,07-01,7,26,2007-07-01,Chicago,27.7777777777778,21.6666666666667,15.5555555555555,17.2222222222222,16.1111111111111,13.8888888888889
2007-7-2,84,75,66,65,63,62,90,73,51,30.12,30.06,29.98,10,9,6,18,10,26,0,3,,186,7,2,2007,07-02,1,26,2007-07-02,Chicago,28.8888888888889,23.8888888888889,18.8888888888889,18.3333333333333,17.2222222222222,16.6666666666667
2007-7-3,90,79,69,71,66,63,84,65,46,30.05,29.97,29.94,10,10,10,16,7,22,0,1,Thunderstorm,203,7,3,2007,07-03,2,26,2007-07-03,Chicago,32.2222222222222,26.1111111111111,20.5555555555555,21.6666666666667,18.8888888888889,17.2222222222222
2007-7-4,91,78,64,66,60,51,87,59,25,30.1,30.06,30.01,10,10,10,12,4,NA,0,0,,354,7,4,2007,07-04,3,26,2007-07-04,Chicago,32.7777777777778,25.5555555555555,17.7777777777778,18.8888888888889,15.5555555555555,10.5555555555555
2007-7-5,91,74,57,64,59,54,87,59,33,30.14,30.11,30.06,10,10,10,10,2,NA,0,1,,165,7,5,2007,07-05,4,26,2007-07-05,Chicago,32.7777777777778,23.3333333333333,13.8888888888889,17.7777777777778,15,12.2222222222222
2007-7-6,82,73,64,65,63,60,87,75,54,30.11,30.08,29.94,10,10,9,6,1,NA,0,1,,290,7,6,2007,07-06,5,26,2007-07-06,Chicago,27.7777777777778,22.7777777777778,17.7777777777778,18.3333333333333,17.2222222222222,15.5555555555555
