Date,WET,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
2005-12-08T00:00:00Z,2005-12-8,69,66,64,59,56,54,78,66,56,30.15,30.1,30.06,6,6,6,20,16,NA,0,1,,22,12,8,2005,12-08,4,49,20.5555555555555,18.8888888888889,17.7777777777778,15,13.3333333333333,12.2222222222222
2005-12-09T00:00:00Z,2005-12-9,71,68,64,59,54,45,77,62,46,30.12,30.07,30.01,6,6,6,13,9,NA,0,5,,356,12,9,2005,12-09,5,49,21.6666666666667,20,17.7777777777778,15,12.2222222222222,7.22222222222223
2005-12-10T00:00:00Z,2005-12-10,75,70,64,57,49,43,68,50,35,30.01,29.93,29.89,6,6,6,7,5,NA,0,3,,347,12,10,2005,12-10,6,49,23.8888888888889,21.1111111111111,17.7777777777778,13.8888888888889,9.44444444444446,6.11111111111109
2005-12-11T00:00:00Z,2005-12-11,75,70,64,57,51,43,68,51,33,29.95,29.9,29.86,NA,NA,NA,14,6,NA,0,NA,,196,12,11,2005,12-11,7,50,23.8888888888889,21.1111111111111,17.7777777777778,13.8888888888889,10.5555555555555,6.11111111111109
2005-12-12T00:00:00Z,2005-12-12,71,68,66,57,52,39,73,56,35,30.09,30.04,29.95,6,6,6,12,3,NA,0,3,,336,12,12,2005,12-12,1,50,21.6666666666667,20,18.8888888888889,13.8888888888889,11.1111111111111,3.88888888888891
2005-12-13T00:00:00Z,2005-12-13,71,66,60,57,54,50,77,68,56,30.09,30.06,30.04,6,6,6,15,10,NA,0,1,,5,12,13,2005,12-13,2,50,21.6666666666667,18.8888888888889,15.5555555555555,13.8888888888889,12.2222222222222,10
2005-12-14T00:00:00Z,2005-12-14,69,66,60,52,49,45,68,56,43,30.06,30.03,30.01,6,6,6,23,14,NA,0,2,,359,12,14,2005,12-14,3,50,20.5555555555555,18.8888888888889,15.5555555555555,11.1111111111111,9.44444444444446,7.22222222222223
2005-12-15T00:00:00Z,2005-12-15,66,62,59,54,51,46,82,66,52,30.06,30.02,29.98,6,6,6,8,6,NA,0,4,Rain,339,12,15,2005,12-15,4,50,18.8888888888889,16.6666666666667,15,12.2222222222222,10.5555555555555,7.77777777777777
2005-12-16T00:00:00Z,2005-12-16,66,62,59,50,49,46,72,62,49,30.12,30.07,30.04,6,6,6,8,6,NA,0,4,,343,12,16,2005,12-16,5,50,18.8888888888889,16.6666666666667,15,10,9.44444444444446,7.77777777777777
2005-12-17T00:00:00Z,2005-12-17,68,64,59,52,51,50,72,63,52,30.15,30.09,30.06,6,6,6,10,7,NA,0,2,,8,12,17,2005,12-17,6,50,20,17.7777777777778,15,11.1111111111111,10.5555555555555,10
2005-12-18T00:00:00Z,2005-12-18,69,64,60,55,54,52,77,68,56,30.09,30.03,29.98,6,6,6,10,8,NA,0,2,,25,12,18,2005,12-18,7,51,20.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778,12.2222222222222,11.1111111111111
2005-12-19T00:00:00Z,2005-12-19,69,66,62,61,57,52,83,74,60,30.06,30.01,29.98,6,6,6,22,7,26,0,5,,256,12,19,2005,12-19,1,51,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,13.8888888888889,11.1111111111111
2005-12-20T00:00:00Z,2005-12-20,69,66,62,64,61,57,94,83,68,30.01,29.96,29.92,6,6,3,17,7,NA,0,6,Rain,229,12,20,2005,12-20,2,51,20.5555555555555,18.8888888888889,16.6666666666667,17.7777777777778,16.1111111111111,13.8888888888889
2005-12-21T00:00:00Z,2005-12-21,71,66,60,63,58,54,83,76,60,29.98,29.93,29.89,6,6,6,16,7,NA,0,2,,344,12,21,2005,12-21,3,51,21.6666666666667,18.8888888888889,15.5555555555555,17.2222222222222,14.4444444444445,12.2222222222222
2005-12-22T00:00:00Z,2005-12-22,71,66,62,63,59,55,88,80,64,30.09,30,29.95,6,6,6,10,6,NA,0,4,Rain,355,12,22,2005,12-22,4,51,21.6666666666667,18.8888888888889,16.6666666666667,17.2222222222222,15,12.7777777777778
2005-12-23T00:00:00Z,2005-12-23,69,64,60,59,57,54,82,75,64,30.12,30.07,30.04,6,6,6,15,8,NA,0,2,,356,12,23,2005,12-23,5,51,20.5555555555555,17.7777777777778,15.5555555555555,15,13.8888888888889,12.2222222222222
2005-12-24T00:00:00Z,2005-12-24,69,64,60,59,57,54,83,74,64,30.09,30.03,29.98,6,6,6,14,8,NA,0,1,,356,12,24,2005,12-24,6,51,20.5555555555555,17.7777777777778,15.5555555555555,15,13.8888888888889,12.2222222222222
2005-12-25T00:00:00Z,2005-12-25,71,64,57,59,55,52,88,70,57,30.04,29.98,29.92,6,6,6,13,5,NA,0,4,,300,12,25,2005,12-25,7,52,21.6666666666667,17.7777777777778,13.8888888888889,15,12.7777777777778,11.1111111111111
2005-12-26T00:00:00Z,2005-12-26,68,65,62,61,58,54,88,77,68,30.12,30.03,29.98,6,6,5,17,8,NA,0,3,Rain,337,12,26,2005,12-26,1,52,20,18.3333333333333,16.6666666666667,16.1111111111111,14.4444444444445,12.2222222222222
2005-12-27T00:00:00Z,2005-12-27,69,64,60,55,52,48,73,64,46,30.15,30.09,30.04,6,6,6,12,9,NA,0,3,,353,12,27,2005,12-27,2,52,20.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778,11.1111111111111,8.88888888888891
2005-12-28T00:00:00Z,2005-12-28,69,64,59,55,50,43,88,62,38,30.12,30.06,30.01,6,6,6,30,12,41,0,3,Rain,331,12,28,2005,12-28,3,52,20.5555555555555,17.7777777777778,15,12.7777777777778,10,6.11111111111109
2005-12-29T00:00:00Z,2005-12-29,68,64,60,57,53,50,82,67,56,30.3,30.22,30.09,6,6,4,33,21,41,0,2,Rain,8,12,29,2005,12-29,4,52,20,17.7777777777778,15.5555555555555,13.8888888888889,11.6666666666667,10
2005-12-30T00:00:00Z,2005-12-30,68,64,60,52,51,50,68,63,56,30.33,30.27,30.24,6,6,6,20,16,NA,0,2,,11,12,30,2005,12-30,5,52,20,17.7777777777778,15.5555555555555,11.1111111111111,10.5555555555555,10
2005-12-31T00:00:00Z,2005-12-31,68,64,60,57,53,50,82,68,60,30.3,30.26,30.24,6,6,6,16,9,NA,0,3,,12,12,31,2005,12-31,6,52,20,17.7777777777778,15.5555555555555,13.8888888888889,11.6666666666667,10
2006-01-01T00:00:00Z,2006-1-1,69,64,60,55,54,52,82,68,56,30.33,30.26,30.21,6,6,6,18,10,NA,0,2,,11,1,1,2006,01-01,7,01,20.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778,12.2222222222222,11.1111111111111
2006-01-02T00:00:00Z,2006-1-2,68,65,62,57,53,50,82,66,56,30.27,30.22,30.18,6,6,6,25,16,NA,0,4,Rain,17,1,2,2006,01-02,1,01,20,18.3333333333333,16.6666666666667,13.8888888888889,11.6666666666667,10
2006-01-03T00:00:00Z,2006-1-3,68,64,60,55,50,45,82,60,46,30.21,30.17,30.12,6,6,6,23,19,NA,0,5,,15,1,3,2006,01-03,2,01,20,17.7777777777778,15.5555555555555,12.7777777777778,10,7.22222222222223
2006-01-04T00:00:00Z,2006-1-4,68,65,62,52,50,46,68,58,52,30.12,30.07,30.04,6,6,6,24,18,NA,0,5,,19,1,4,2006,01-04,3,01,20,18.3333333333333,16.6666666666667,11.1111111111111,10,7.77777777777777
2006-01-05T00:00:00Z,2006-1-5,68,64,60,50,47,41,68,53,40,30.15,30.09,30.06,6,6,6,24,19,NA,0,3,,18,1,5,2006,01-05,4,01,20,17.7777777777778,15.5555555555555,10,8.33333333333331,5
2006-01-06T00:00:00Z,2006-1-6,68,64,60,52,48,39,68,56,42,30.18,30.12,30.09,6,6,6,21,13,NA,0,4,,1,1,6,2006,01-06,5,01,20,17.7777777777778,15.5555555555555,11.1111111111111,8.88888888888891,3.88888888888891
2006-01-07T00:00:00Z,2006-1-7,64,62,59,55,50,41,88,67,45,30.18,30.13,30.09,6,6,3,21,12,30,0,5,Rain,352,1,7,2006,01-07,6,01,17.7777777777778,16.6666666666667,15,12.7777777777778,10,5
2006-01-08T00:00:00Z,2006-1-8,68,62,57,52,48,43,82,62,40,30.12,30.03,29.95,6,6,3,14,8,NA,0,4,Rain,336,1,8,2006,01-08,7,02,20,16.6666666666667,13.8888888888889,11.1111111111111,8.88888888888891,6.11111111111109
2006-01-09T00:00:00Z,2006-1-9,64,60,57,55,53,48,88,76,56,30.06,29.96,29.89,6,6,1,24,11,23,0,5,Rain,205,1,9,2006,01-09,1,02,17.7777777777778,15.5555555555555,13.8888888888889,12.7777777777778,11.6666666666667,8.88888888888891
2006-01-10T00:00:00Z,2006-1-10,68,64,60,54,50,45,68,58,46,30.18,30.09,30.04,6,6,6,18,10,NA,0,1,,122,1,10,2006,01-10,2,02,20,17.7777777777778,15.5555555555555,12.2222222222222,10,7.22222222222223
2006-01-11T00:00:00Z,2006-1-11,66,62,59,55,52,46,72,67,55,30.18,30.13,30.06,6,6,6,21,8,NA,0,5,,71,1,11,2006,01-11,3,02,18.8888888888889,16.6666666666667,15,12.7777777777778,11.1111111111111,7.77777777777777
2006-01-12T00:00:00Z,2006-1-12,62,60,59,52,49,46,77,67,59,30.21,30.15,30.12,6,6,6,14,9,NA,0,6,Rain,127,1,12,2006,01-12,4,02,16.6666666666667,15.5555555555555,15,11.1111111111111,9.44444444444446,7.77777777777777
2006-01-13T00:00:00Z,2006-1-13,66,60,55,52,50,48,77,68,56,30.3,30.23,30.15,6,6,6,16,7,NA,0,1,,357,1,13,2006,01-13,5,02,18.8888888888889,15.5555555555555,12.7777777777778,11.1111111111111,10,8.88888888888891
2006-01-14T00:00:00Z,2006-1-14,68,64,59,54,49,46,77,62,49,30.39,30.34,30.3,6,6,6,16,12,NA,0,2,,360,1,14,2006,01-14,6,02,20,17.7777777777778,15,12.2222222222222,9.44444444444446,7.77777777777777
2006-01-15T00:00:00Z,2006-1-15,68,62,57,52,49,45,72,63,46,30.39,30.33,30.27,6,6,6,20,10,NA,0,3,,355,1,15,2006,01-15,7,03,20,16.6666666666667,13.8888888888889,11.1111111111111,9.44444444444446,7.22222222222223
2006-01-16T00:00:00Z,2006-1-16,64,60,55,54,50,45,82,70,59,30.3,30.26,30.21,6,6,4,24,10,36,0,4,Rain,348,1,16,2006,01-16,1,03,17.7777777777778,15.5555555555555,12.7777777777778,12.2222222222222,10,7.22222222222223
2006-01-17T00:00:00Z,2006-1-17,64,60,57,54,48,43,82,63,48,30.24,30.19,30.15,6,6,2,32,19,44,0,3,Rain,3,1,17,2006,01-17,2,03,17.7777777777778,15.5555555555555,13.8888888888889,12.2222222222222,8.88888888888891,6.11111111111109
2006-01-18T00:00:00Z,2006-1-18,66,62,59,50,46,43,68,57,46,30.27,30.21,30.15,6,6,6,25,19,NA,0,2,,4,1,18,2006,01-18,3,03,18.8888888888889,16.6666666666667,15,10,7.77777777777777,6.11111111111109
2006-01-19T00:00:00Z,2006-1-19,68,62,57,57,51,46,82,65,56,30.18,30.12,30.06,6,6,6,12,8,25,0,4,Rain,13,1,19,2006,01-19,4,03,20,16.6666666666667,13.8888888888889,13.8888888888889,10.5555555555555,7.77777777777777
2006-01-20T00:00:00Z,2006-1-20,66,62,59,55,52,46,82,67,49,30.18,30.12,30.09,6,6,6,10,5,NA,0,4,Rain,56,1,20,2006,01-20,5,03,18.8888888888889,16.6666666666667,15,12.7777777777778,11.1111111111111,7.77777777777777
2006-01-21T00:00:00Z,2006-1-21,68,62,57,54,49,41,77,66,49,30.18,30.11,30.09,6,6,6,9,6,20,0,2,,238,1,21,2006,01-21,6,03,20,16.6666666666667,13.8888888888889,12.2222222222222,9.44444444444446,5
2006-01-22T00:00:00Z,2006-1-22,69,63,57,50,45,30,72,53,34,30.12,30.07,30.04,NA,NA,NA,12,5,NA,0,NA,,223,1,22,2006,01-22,7,04,20.5555555555555,17.2222222222222,13.8888888888889,10,7.22222222222223,-1.11111111111109
2006-01-23T00:00:00Z,2006-1-23,68,64,59,57,51,43,94,63,43,30.06,30.03,29.98,6,5,3,21,10,NA,0,6,Rain,201,1,23,2006,01-23,1,04,20,17.7777777777778,15,13.8888888888889,10.5555555555555,6.11111111111109
2006-01-24T00:00:00Z,2006-1-24,66,62,57,61,56,54,94,86,78,30.04,29.94,29.89,6,4,0,18,10,17,0,5,Rain,185,1,24,2006,01-24,2,04,18.8888888888889,16.6666666666667,13.8888888888889,16.1111111111111,13.3333333333333,12.2222222222222
2006-01-25T00:00:00Z,2006-1-25,69,64,59,55,51,46,82,65,49,30.09,30,29.92,6,6,6,20,9,31,0,2,,337,1,25,2006,01-25,3,04,20.5555555555555,17.7777777777778,15,12.7777777777778,10.5555555555555,7.77777777777777
2006-01-26T00:00:00Z,2006-1-26,68,64,59,55,52,46,82,68,56,30.09,30.05,30.01,6,6,6,9,6,NA,0,3,,259,1,26,2006,01-26,4,04,20,17.7777777777778,15,12.7777777777778,11.1111111111111,7.77777777777777
2006-01-27T00:00:00Z,2006-1-27,69,62,55,57,51,45,77,66,49,29.98,29.88,29.83,6,6,6,25,8,33,0,3,,327,1,27,2006,01-27,5,04,20.5555555555555,16.6666666666667,12.7777777777778,13.8888888888889,10.5555555555555,7.22222222222223
2006-01-28T00:00:00Z,2006-1-28,68,64,60,54,47,43,77,57,45,30.15,30.02,29.92,6,6,6,31,15,44,0,3,Rain,352,1,28,2006,01-28,6,04,20,17.7777777777778,15.5555555555555,12.2222222222222,8.33333333333331,6.11111111111109
2006-01-29T00:00:00Z,2006-1-29,66,62,59,48,45,41,63,54,43,30.21,30.16,30.12,6,6,6,22,14,NA,0,4,,356,1,29,2006,01-29,7,05,18.8888888888889,16.6666666666667,15,8.88888888888891,7.22222222222223,5
2006-01-30T00:00:00Z,2006-1-30,64,60,57,52,46,43,72,57,49,30.21,30.16,30.12,6,6,6,17,10,NA,0,4,,351,1,30,2006,01-30,1,05,17.7777777777778,15.5555555555555,13.8888888888889,11.1111111111111,7.77777777777777,6.11111111111109
2006-01-31T00:00:00Z,2006-1-31,64,60,57,52,47,43,72,58,45,30.21,30.15,30.12,6,6,6,18,11,NA,0,3,,31,1,31,2006,01-31,2,05,17.7777777777778,15.5555555555555,13.8888888888889,11.1111111111111,8.33333333333331,6.11111111111109
2006-02-01T00:00:00Z,2006-2-1,64,60,57,50,47,43,68,61,55,30.15,30.11,30.06,6,6,6,12,9,NA,0,5,,13,2,1,2006,02-01,3,05,17.7777777777778,15.5555555555555,13.8888888888889,10,8.33333333333331,6.11111111111109
2006-02-02T00:00:00Z,2006-2-2,66,62,57,48,47,45,67,59,49,30.12,30.1,30.06,6,6,6,20,11,NA,0,2,,10,2,2,2006,02-02,4,05,18.8888888888889,16.6666666666667,13.8888888888889,8.88888888888891,8.33333333333331,7.22222222222223
2006-02-03T00:00:00Z,2006-2-3,69,62,55,55,51,46,77,67,60,30.15,30.11,30.06,6,6,6,20,11,NA,0,2,,12,2,3,2006,02-03,5,05,20.5555555555555,16.6666666666667,12.7777777777778,12.7777777777778,10.5555555555555,7.77777777777777
2006-02-04T00:00:00Z,2006-2-4,66,63,59,54,49,46,72,61,52,30.15,30.11,30.09,6,6,6,17,11,NA,0,4,,17,2,4,2006,02-04,6,05,18.8888888888889,17.2222222222222,15,12.2222222222222,9.44444444444446,7.77777777777777
2006-02-05T00:00:00Z,2006-2-5,66,62,59,50,48,45,68,60,46,30.15,30.09,30.06,6,6,6,14,9,NA,0,3,,14,2,5,2006,02-05,7,06,18.8888888888889,16.6666666666667,15,10,8.88888888888891,7.22222222222223
2006-02-06T00:00:00Z,2006-2-6,66,62,59,52,50,50,72,64,56,30.09,30.04,29.98,6,6,6,13,6,NA,0,5,,57,2,6,2006,02-06,1,06,18.8888888888889,16.6666666666667,15,11.1111111111111,10,10
2006-02-07T00:00:00Z,2006-2-7,68,62,57,55,53,50,88,69,60,30.04,29.93,29.86,6,6,5,18,7,22,0,4,Rain,208,2,7,2006,02-07,2,06,20,16.6666666666667,13.8888888888889,12.7777777777778,11.6666666666667,10
2006-02-08T00:00:00Z,2006-2-8,69,66,62,61,56,50,88,70,56,29.86,29.75,29.68,6,5,2,33,21,46,0,2,Rain,208,2,8,2006,02-08,3,06,20.5555555555555,18.8888888888889,16.6666666666667,16.1111111111111,13.3333333333333,10
2006-02-09T00:00:00Z,2006-2-9,73,68,62,59,56,52,88,68,50,29.83,29.76,29.71,6,6,4,28,23,38,0,2,Rain,216,2,9,2006,02-09,4,06,22.7777777777778,20,16.6666666666667,15,13.3333333333333,11.1111111111111
2006-02-10T00:00:00Z,2006-2-10,73,66,60,61,55,48,88,69,41,29.83,29.8,29.77,6,6,3,20,12,24,0,3,Rain,218,2,10,2006,02-10,5,06,22.7777777777778,18.8888888888889,15.5555555555555,16.1111111111111,12.7777777777778,8.88888888888891
2006-02-11T00:00:00Z,2006-2-11,66,63,60,59,56,52,88,76,64,29.95,29.86,29.8,6,6,2,14,8,18,0,4,Rain-Thunderstorm,305,2,11,2006,02-11,6,06,18.8888888888889,17.2222222222222,15.5555555555555,15,13.3333333333333,11.1111111111111
2006-02-12T00:00:00Z,2006-2-12,68,62,57,61,55,50,83,75,68,30.21,30.07,29.95,6,6,6,21,9,NA,0,2,Rain,9,2,12,2006,02-12,7,07,20,16.6666666666667,13.8888888888889,16.1111111111111,12.7777777777778,10
2006-02-13T00:00:00Z,2006-2-13,68,65,60,55,53,48,77,68,52,30.24,30.2,30.15,6,6,6,29,18,NA,0,5,Rain,14,2,13,2006,02-13,1,07,20,18.3333333333333,15.5555555555555,12.7777777777778,11.6666666666667,8.88888888888891
2006-02-14T00:00:00Z,2006-2-14,64,62,59,54,50,45,77,66,49,30.21,30.17,30.09,6,6,6,24,16,36,0,4,,359,2,14,2006,02-14,2,07,17.7777777777778,16.6666666666667,15,12.2222222222222,10,7.22222222222223
2006-02-15T00:00:00Z,2006-2-15,66,63,60,55,52,50,73,69,60,30.27,30.2,30.15,6,6,6,21,18,NA,0,4,Rain,24,2,15,2006,02-15,3,07,18.8888888888889,17.2222222222222,15.5555555555555,12.7777777777778,11.1111111111111,10
2006-02-16T00:00:00Z,2006-2-16,66,62,59,54,51,45,77,65,52,30.27,30.23,30.18,6,6,6,23,15,NA,0,4,,12,2,16,2006,02-16,4,07,18.8888888888889,16.6666666666667,15,12.2222222222222,10.5555555555555,7.22222222222223
2006-02-17T00:00:00Z,2006-2-17,66,62,59,52,48,43,68,58,52,30.24,30.21,30.18,6,6,6,18,14,NA,0,4,,5,2,17,2006,02-17,5,07,18.8888888888889,16.6666666666667,15,11.1111111111111,8.88888888888891,6.11111111111109
2006-02-18T00:00:00Z,2006-2-18,68,64,59,55,52,50,88,67,56,30.27,30.22,30.18,6,6,5,21,14,NA,0,3,Rain,9,2,18,2006,02-18,6,07,20,17.7777777777778,15,12.7777777777778,11.1111111111111,10
2006-02-19T00:00:00Z,2006-2-19,68,60,53,54,52,45,77,66,49,30.3,30.26,30.24,6,6,6,25,16,NA,0,2,,10,2,19,2006,02-19,7,08,20,15.5555555555555,11.6666666666667,12.2222222222222,11.1111111111111,7.22222222222223
2006-02-20T00:00:00Z,2006-2-20,64,62,60,54,47,43,77,58,48,30.27,30.24,30.21,6,6,6,25,20,NA,0,6,,11,2,20,2006,02-20,1,08,17.7777777777778,16.6666666666667,15.5555555555555,12.2222222222222,8.33333333333331,6.11111111111109
2006-02-21T00:00:00Z,2006-2-21,66,63,60,52,45,41,68,54,43,30.21,30.17,30.12,6,6,6,23,17,33,0,5,,1,2,21,2006,02-21,2,08,18.8888888888889,17.2222222222222,15.5555555555555,11.1111111111111,7.22222222222223,5
2006-02-22T00:00:00Z,2006-2-22,66,62,59,52,45,41,72,55,40,30.27,30.21,30.15,6,6,6,22,15,31,0,3,,10,2,22,2006,02-22,3,08,18.8888888888889,16.6666666666667,15,11.1111111111111,7.22222222222223,5
2006-02-23T00:00:00Z,2006-2-23,66,60,55,46,45,43,67,56,45,30.27,30.23,30.18,6,6,6,21,10,25,0,2,,350,2,23,2006,02-23,4,08,18.8888888888889,15.5555555555555,12.7777777777778,7.77777777777777,7.22222222222223,6.11111111111109
2006-02-24T00:00:00Z,2006-2-24,69,64,59,54,50,46,72,63,46,30.24,30.17,30.12,6,6,6,16,10,NA,0,3,,2,2,24,2006,02-24,5,08,20.5555555555555,17.7777777777778,15,12.2222222222222,10,7.77777777777777
2006-02-25T00:00:00Z,2006-2-25,68,64,59,57,54,50,82,71,64,30.15,30.07,30.04,6,6,6,14,5,25,0,4,,213,2,25,2006,02-25,6,08,20,17.7777777777778,15,13.8888888888889,12.2222222222222,10
2006-02-26T00:00:00Z,2006-2-26,71,64,57,57,54,50,82,69,53,30.09,30.06,30.04,6,6,6,22,8,NA,0,1,,337,2,26,2006,02-26,7,09,21.6666666666667,17.7777777777778,13.8888888888889,13.8888888888889,12.2222222222222,10
2006-02-27T00:00:00Z,2006-2-27,73,65,57,57,55,52,82,73,53,30.09,29.97,29.83,6,6,6,16,5,NA,0,2,,296,2,27,2006,02-27,1,09,22.7777777777778,18.3333333333333,13.8888888888889,13.8888888888889,12.7777777777778,11.1111111111111
2006-02-28T00:00:00Z,2006-2-28,71,63,55,54,48,43,77,58,38,29.83,29.76,29.68,6,6,6,17,9,25,0,2,Rain,280,2,28,2006,02-28,2,09,21.6666666666667,17.2222222222222,12.7777777777778,12.2222222222222,8.88888888888891,6.11111111111109
2006-03-01T00:00:00Z,2006-3-1,64,62,60,55,51,48,82,67,59,30.12,29.94,29.8,6,6,2,21,14,32,0,5,Rain,347,3,1,2006,03-01,3,09,17.7777777777778,16.6666666666667,15.5555555555555,12.7777777777778,10.5555555555555,8.88888888888891
2006-03-02T00:00:00Z,2006-3-2,66,62,59,54,49,43,82,62,46,30.27,30.18,30.09,6,6,6,24,15,NA,0,4,Rain,8,3,2,2006,03-02,4,09,18.8888888888889,16.6666666666667,15,12.2222222222222,9.44444444444446,6.11111111111109
2006-03-03T00:00:00Z,2006-3-3,66,62,59,46,44,43,59,51,43,30.27,30.24,30.21,6,6,6,22,11,NA,0,5,,4,3,3,2006,03-03,5,09,18.8888888888889,16.6666666666667,15,7.77777777777777,6.66666666666669,6.11111111111109
2006-03-04T00:00:00Z,2006-3-4,69,63,57,52,49,45,68,58,49,30.27,30.24,30.21,6,6,6,25,11,NA,0,2,,355,3,4,2006,03-04,6,09,20.5555555555555,17.2222222222222,13.8888888888889,11.1111111111111,9.44444444444446,7.22222222222223
2006-03-05T00:00:00Z,2006-3-5,69,64,60,55,53,46,82,66,52,30.33,30.26,30.21,6,6,6,29,17,32,0,4,Rain,4,3,5,2006,03-05,7,10,20.5555555555555,17.7777777777778,15.5555555555555,12.7777777777778,11.6666666666667,7.77777777777777
2006-03-06T00:00:00Z,2006-3-6,68,64,60,52,49,46,72,61,49,30.36,30.32,30.27,6,6,6,34,26,46,0,2,,9,3,6,2006,03-06,1,10,20,17.7777777777778,15.5555555555555,11.1111111111111,9.44444444444446,7.77777777777777
2006-03-07T00:00:00Z,2006-3-7,68,64,59,55,51,39,73,65,40,30.36,30.28,30.21,6,6,3,26,20,38,0,1,,14,3,7,2006,03-07,2,10,20,17.7777777777778,15,12.7777777777778,10.5555555555555,3.88888888888891
2006-03-08T00:00:00Z,2006-3-8,69,64,59,54,48,39,68,53,40,30.3,30.24,30.18,6,5,4,14,6,NA,0,0,,34,3,8,2006,03-08,3,10,20.5555555555555,17.7777777777778,15,12.2222222222222,8.88888888888891,3.88888888888891
2006-03-09T00:00:00Z,2006-3-9,68,64,59,55,49,27,77,61,24,30.3,30.23,30.18,6,6,4,26,16,NA,0,1,,11,3,9,2006,03-09,4,10,20,17.7777777777778,15,12.7777777777778,9.44444444444446,-2.77777777777777
2006-03-10T00:00:00Z,2006-3-10,68,64,60,54,52,50,72,66,60,30.3,30.27,30.24,6,6,6,26,22,NA,0,4,,15,3,10,2006,03-10,5,10,20,17.7777777777778,15.5555555555555,12.2222222222222,11.1111111111111,10
2006-03-11T00:00:00Z,2006-3-11,68,64,59,57,54,50,88,71,64,30.27,30.17,30.09,6,6,6,20,16,NA,0,1,,13,3,11,2006,03-11,6,10,20,17.7777777777778,15,13.8888888888889,12.2222222222222,10
2006-03-12T00:00:00Z,2006-3-12,73,65,57,61,57,50,88,77,56,30.12,30.04,29.98,6,4,1,17,10,NA,0,2,,10,3,12,2006,03-12,7,11,22.7777777777778,18.3333333333333,13.8888888888889,16.1111111111111,13.8888888888889,10
2006-03-13T00:00:00Z,2006-3-13,71,65,59,59,55,45,88,73,49,30.01,29.97,29.92,6,6,6,24,11,NA,0,2,,15,3,13,2006,03-13,1,11,21.6666666666667,18.3333333333333,15,15,12.7777777777778,7.22222222222223
2006-03-14T00:00:00Z,2006-3-14,68,62,57,54,53,50,82,71,60,30.01,29.97,29.92,6,6,6,13,8,NA,0,2,,13,3,14,2006,03-14,2,11,20,16.6666666666667,13.8888888888889,12.2222222222222,11.6666666666667,10
2006-03-15T00:00:00Z,2006-3-15,69,64,59,54,52,50,77,65,53,30.04,29.99,29.95,6,6,6,12,5,NA,0,2,,8,3,15,2006,03-15,3,11,20.5555555555555,17.7777777777778,15,12.2222222222222,11.1111111111111,10
2006-03-16T00:00:00Z,2006-3-16,75,66,57,59,55,50,82,69,53,30.01,29.94,29.86,6,6,6,17,5,NA,0,1,,315,3,16,2006,03-16,4,11,23.8888888888889,18.8888888888889,13.8888888888889,15,12.7777777777778,10
2006-03-17T00:00:00Z,2006-3-17,78,68,59,59,55,50,82,63,39,29.92,29.8,29.74,6,6,6,23,7,36,0,2,,273,3,17,2006,03-17,5,11,25.5555555555555,20,15,15,12.7777777777778,10
2006-03-18T00:00:00Z,2006-3-18,71,65,59,59,56,50,77,69,60,29.95,29.88,29.8,6,6,6,12,6,NA,0,3,,23,3,18,2006,03-18,6,11,21.6666666666667,18.3333333333333,15,15,13.3333333333333,10
2006-03-19T00:00:00Z,2006-3-19,69,63,57,57,55,50,77,71,64,29.98,29.94,29.92,6,6,6,16,6,NA,0,2,,235,3,19,2006,03-19,7,12,20.5555555555555,17.2222222222222,13.8888888888889,13.8888888888889,12.7777777777778,10
2006-03-20T00:00:00Z,2006-3-20,73,66,59,55,51,46,77,60,38,30.09,30,29.95,6,6,6,20,8,NA,0,3,,347,3,20,2006,03-20,1,12,22.7777777777778,18.8888888888889,15,12.7777777777778,10.5555555555555,7.77777777777777
2006-03-21T00:00:00Z,2006-3-21,69,64,59,52,48,41,68,56,40,30.18,30.1,30.06,6,6,6,23,12,NA,0,1,,8,3,21,2006,03-21,2,12,20.5555555555555,17.7777777777778,15,11.1111111111111,8.88888888888891,5
2006-03-22T00:00:00Z,2006-3-22,68,64,59,54,52,50,72,65,56,30.18,30.14,30.09,6,6,6,12,8,NA,0,2,,30,3,22,2006,03-22,3,12,20,17.7777777777778,15,12.2222222222222,11.1111111111111,10
2006-03-23T00:00:00Z,2006-3-23,69,64,59,57,55,52,82,72,60,30.12,30.09,30.06,6,6,6,14,6,NA,0,1,,30,3,23,2006,03-23,4,12,20.5555555555555,17.7777777777778,15,13.8888888888889,12.7777777777778,11.1111111111111
